candidate_id,honeypot_points,honeypot_reason,current_title,current_company,location,years_of_experience,applied_ai_years,total_months,total_jobs,total_companies,n_expert,expert_zero_dur,short_switch_ratio,consulting_ratio,research_ratio,production_evidence,open_to_work,willing_to_relocate,headline,summary,skills_text
CAND_0003430,3,exp/tenure mismatch (14y stated vs 1y career),business analyst,infosys,"pune, maharashtra",13.7,0.0,11,1,1,0,0,1.0,1.0,0.0,False,False,False,business analyst | 1.3+ yrs experience,"professional with 1.3+ years of experience. i've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",go tts kubernetes content writing snowflake javascript
CAND_0003582,3,3 expert skills with ~0 months usage,mobile developer,mphasis,"kolkata, west bengal",8.2,0.0,98,3,3,3,3,0.0,0.19387755102040816,0.0,True,False,True,mobile developer | cloud & devops,"software engineer with 8.2 years of experience across web, backend, and cloud systems. strong fundamentals in software development and system design. my background is full-stack, but my comfort zone is the backend and the database. i've been keeping up with ai/ml at a self-learner level — taken some online courses, played with the openai and anthropic apis, built a small rag side project — but i haven't done it in a professional capacity yet. open to roles where i can either deepen my software engineering work or, if the team is open to it, start contributing to ml-adjacent systems.",docker image classification mlflow photoshop tts spring boot javascript content writing
CAND_0005291,3,exp/tenure mismatch (13y stated vs 1y career),business analyst,hooli,"indore, madhya pradesh",12.8,0.0,11,1,1,0,0,1.0,0.0,0.0,False,False,False,business analyst | driving business outcomes,"professional with 4.7+ years of experience. i'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",etl kafka rust react next.js sales content writing
CAND_0007353,3,exp/tenure mismatch (10y stated vs 21y career),frontend engineer,wayne enterprises,"noida, uttar pradesh",9.9,0.0,251,4,4,0,0,0.25,0.0,0.0,True,False,False,frontend engineer | full-stack development,"software engineer with 9.9 years of experience across web, backend, and cloud systems. strong fundamentals in software development and system design. i've worked across web frontends, rest apis, and cloud deployments; comfortable in most parts of a typical saas stack. i've been keeping up with ai/ml at a self-learner level — taken some online courses, played with the openai and anthropic apis, built a small rag side project — but i haven't done it in a professional capacity yet. open to roles where i can either deepen my software engineering work or, if the team is open to it, start contributing to ml-adjacent systems.",tailwind apache flink content writing hadoop rag reinforcement learning microservices
CAND_0007413,3,exp/tenure mismatch (13y stated vs 1y career),business analyst,globex inc,"coimbatore, tamil nadu",13.3,1.3333333333333333,16,1,1,0,0,1.0,0.0,0.0,False,False,False,business analyst | 10.8+ yrs experience,"professional with 10.8+ years of experience. my professional background is in marketing manager — i've built and led teams, owned kpis, and driven business outcomes in this domain. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",weights & biases etl java rust terraform dbt
CAND_0008960,3,exp/tenure mismatch (10y stated vs 23y career),graphic designer,stark industries,"mumbai, maharashtra",10.3,2.25,271,4,4,0,0,0.0,0.1992619926199262,0.0,False,False,False,graphic designer | helping teams scale,"professional with 10.3+ years of experience. my professional background is in marketing manager — i've built and led teams, owned kpis, and driven business outcomes in this domain. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",project management html data pipelines css image classification marketing sql databricks
CAND_0010294,3,exp/tenure mismatch (8y stated vs 18y career),.net developer,mphasis,"bangalore, karnataka",8.0,0.0,220,3,3,0,0,0.0,0.85,0.0,True,False,False,.net developer | backend systems & apis,"software engineer with 8.0 years of experience across web, backend, and cloud systems. strong fundamentals in software development and system design. my background is full-stack, but my comfort zone is the backend and the database. i've been keeping up with ai/ml at a self-learner level — taken some online courses, played with the openai and anthropic apis, built a small rag side project — but i haven't done it in a professional capacity yet. open to roles where i can either deepen my software engineering work or, if the team is open to it, start contributing to ml-adjacent systems.",agile computer vision redis mongodb statistical modeling microservices photoshop weaviate figma go docker sap mlflow excel
CAND_0010770,3,exp/tenure mismatch (15y stated vs 7y career),recommendation systems engineer,aganitha,"kolkata, west bengal",15.2,7.166666666666667,86,4,4,5,0,0.5,0.0,0.0,True,True,True,"recommendation systems engineer | ml, nlp, recommendation systems","machine learning engineer with 7.2 years of experience building ml-powered features in production. strong background in nlp, recommendation systems, and applied ai; comfortable across the ml stack from feature engineering through deployment. recently, i've been the de-facto ml lead on a small team, shipping models across nlp and recsys. i've spent enough time debugging production ranking issues to know which signals matter and which are noise. my academic background is in cs/ml but my main learning has come from shipping real systems and seeing what holds up under production load. open to senior ic roles in applied ml or ai engineering, ideally at product companies where i'd own a meaningful piece of the ml stack.",haystack yolo qdrant llamaindex diffusion models deep learning learning to rank tensorflow java rest apis computer vision llms vue.js tts statistical modeling bm25 mlops pgvector
CAND_0013536,3,exp/tenure mismatch (14y stated vs 5y career),applied ml engineer,haptik,"trivandrum, kerala",14.1,4.666666666666667,56,2,2,9,0,0.0,0.0,0.0,True,True,False,"applied ml engineer | ml, nlp, recommendation systems","machine learning engineer with 4.8 years of experience building ml-powered features in production. strong background in nlp, recommendation systems, and applied ai; comfortable across the ml stack from feature engineering through deployment. recently, i led the team that migrated our keyword-search-based product to embedding-based retrieval. i've learned that most retrieval problems are actually evaluation problems in disguise. my academic background is in cs/ml but my main learning has come from shipping real systems and seeing what holds up under production load. open to senior ic roles in applied ml or ai engineering, ideally at product companies where i'd own a meaningful piece of the ml stack.",pytorch prompt engineering llms nlp embeddings qlora pinecone elasticsearch milvus image classification mlops vector search faiss content writing hadoop computer vision llamaindex weights & biases
CAND_0016000,3,5 expert skills with ~0 months usage,full stack developer,initech,sydney,2.0,0.0,24,1,1,5,5,0.0,0.0,0.0,True,True,False,full stack developer | backend systems & apis,"software engineer with 2.0 years of experience across web, backend, and cloud systems. strong fundamentals in software development and system design. i've worked across web frontends, rest apis, and cloud deployments; comfortable in most parts of a typical saas stack. i've been keeping up with ai/ml at a self-learner level — taken some online courses, played with the openai and anthropic apis, built a small rag side project — but i haven't done it in a professional capacity yet. open to roles where i can either deepen my software engineering work or, if the team is open to it, start contributing to ml-adjacent systems.",flask spring boot typescript go rest apis docker terraform hadoop aws photoshop
CAND_0018515,3,exp/tenure mismatch (8y stated vs 18y career),marketing manager,initech,"noida, uttar pradesh",8.5,0.0,211,3,3,0,0,0.0,0.2890995260663507,0.0,False,True,True,marketing manager | 8.5+ yrs experience,"professional with 8.5+ years of experience. my professional background is in marketing manager — i've built and led teams, owned kpis, and driven business outcomes in this domain. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",terraform docker excel javascript next.js
CAND_0024752,3,exp/tenure mismatch (15y stated vs 1y career),civil engineer,hooli,"chennai, tamil nadu",14.9,0.6666666666666666,8,1,1,0,0,1.0,0.0,0.0,False,True,False,civil engineer | 14.2+ yrs experience,"professional with 14.2+ years of experience. i've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",etl html illustrator kafka vue.js scrum content writing
CAND_0025579,3,exp/tenure mismatch (13y stated vs 1y career),hr manager,acme corp,san francisco,12.9,0.0,12,1,1,0,0,1.0,0.0,0.0,False,False,True,hr manager | 14.6+ yrs experience,"professional with 14.6+ years of experience. i'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",gcp rust agile redis react kafka
CAND_0033131,3,exp/tenure mismatch (13y stated vs 1y career),operations manager,pied piper,"ahmedabad, gujarat",12.7,0.0,16,1,1,0,0,1.0,0.0,0.0,False,True,False,operations manager | driving business outcomes,"professional with 8.5+ years of experience. my professional background is in marketing manager — i've built and led teams, owned kpis, and driven business outcomes in this domain. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",agile apache beam kubernetes hadoop graphql content writing spring boot docker fastapi ci/cd
CAND_0033817,3,4 expert skills with ~0 months usage,hr manager,pied piper,berlin,13.3,3.25,157,5,4,4,4,0.2,0.21656050955414013,0.2484076433121019,True,False,True,hr manager | driving business outcomes,"professional with 13.3+ years of experience. i'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",fastapi javascript diffusion models bigquery postgresql illustrator six sigma grpc
CAND_0033972,3,3 expert skills with ~0 months usage,qa engineer,swiggy,"coimbatore, tamil nadu",6.0,0.0,71,2,1,3,3,0.0,0.0,0.0,True,True,False,qa engineer | cloud & devops,"software engineer with 6.0 years of experience across web, backend, and cloud systems. strong fundamentals in software development and system design. i've worked across web frontends, rest apis, and cloud deployments; comfortable in most parts of a typical saas stack. i've been keeping up with ai/ml at a self-learner level — taken some online courses, played with the openai and anthropic apis, built a small rag side project — but i haven't done it in a professional capacity yet. open to roles where i can either deepen my software engineering work or, if the team is open to it, start contributing to ml-adjacent systems.",mlops airflow opencv figma postgresql tally excel
CAND_0036299,3,exp/tenure mismatch (12y stated vs 1y career),mobile developer,cognizant,"indore, madhya pradesh",12.2,0.0,8,1,1,0,0,1.0,1.0,0.0,True,False,False,mobile developer | cloud & devops,"software engineer with 6.0 years of experience across web, backend, and cloud systems. strong fundamentals in software development and system design. my background is full-stack, but my comfort zone is the backend and the database. i've been keeping up with ai/ml at a self-learner level — taken some online courses, played with the openai and anthropic apis, built a small rag side project — but i haven't done it in a professional capacity yet. open to roles where i can either deepen my software engineering work or, if the team is open to it, start contributing to ml-adjacent systems.",css flask mongodb javascript excel grpc node.js redis graphql etl react spring boot
CAND_0036839,3,3 expert skills with ~0 months usage,operations manager,tcs,"ahmedabad, gujarat",8.1,3.4166666666666665,96,3,3,3,3,0.3333333333333333,1.0,0.4270833333333333,True,False,False,operations manager | driving business outcomes,"professional with 8.1+ years of experience. i've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",sap gcp django go tts rust
CAND_0038431,3,exp/tenure mismatch (15y stated vs 1y career),mobile developer,razorpay,"mumbai, maharashtra",15.0,0.0,16,1,1,0,0,1.0,0.0,0.0,False,False,False,mobile developer | backend systems & apis,"software engineer with 7.9 years of experience across web, backend, and cloud systems. strong fundamentals in software development and system design. i've spent most of my career on web and api development — python/django and node.js mostly. i've been keeping up with ai/ml at a self-learner level — taken some online courses, played with the openai and anthropic apis, built a small rag side project — but i haven't done it in a professional capacity yet. open to roles where i can either deepen my software engineering work or, if the team is open to it, start contributing to ml-adjacent systems.",hadoop tensorflow ci/cd next.js gcp html opensearch
CAND_0039754,5,11 expert skills (implausible breadth); exp/tenure mismatch (16y stated vs 8y career),senior applied scientist,meta,"indore, madhya pradesh",16.2,8.166666666666666,98,3,3,11,0,0.0,0.0,0.0,True,True,True,senior applied scientist | building ai-native search & ranking systems,"senior ai engineer with 8.3 years of hands-on experience building production ml systems, with a focus on search, retrieval, and ranking. most recently, i rebuilt the candidate-jd matching pipeline from scratch, taking it from 0.72 to 0.91 ndcg@10, serving 50m+ queries per month. my day-to-day work spans embedding model selection and fine-tuning, hybrid retrieval architecture, learning-to-rank, behavioral-signal integration, and the offline/online evaluation that ties it all together. i've shipped systems in both early-stage product companies and at larger scale, and i've spent enough time on both that i know which tradeoffs apply where. i believe most ranking problems are solved by careful feature engineering and rigorous eval, not by bigger models. currently exploring my next move — looking for senior ic or tech-lead roles where i can own the intelligence layer end-to-end.",fine-tuning llms llamaindex qdrant reinforcement learning nlp statistical modeling kubeflow asr opensearch deep learning machine learning llms bm25 weaviate python tensorflow ci/cd pgvector speech recognition elasticsearch
CAND_0040075,3,exp/tenure mismatch (15y stated vs 30y career),marketing manager,pied piper,dubai,15.0,1.25,365,6,5,0,0,0.16666666666666666,0.15342465753424658,0.0,True,False,False,marketing manager | driving business outcomes,"professional with 15.0+ years of experience. i've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",java airflow rest apis databricks docker fastapi redis go graphql azure
CAND_0042245,3,3 expert skills with ~0 months usage,business analyst,wipro,"trivandrum, kerala",7.9,0.0,93,4,4,3,3,0.5,0.8494623655913979,0.0,True,True,False,business analyst | driving business outcomes,"professional with 7.9+ years of experience. my professional background is in marketing manager — i've built and led teams, owned kpis, and driven business outcomes in this domain. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",databricks tailwind bentoml apache beam vue.js typescript
CAND_0046649,3,5 expert skills with ~0 months usage,business analyst,wipro,"coimbatore, tamil nadu",3.8,0.0,45,2,2,5,5,0.5,0.8,0.0,False,True,False,business analyst | driving business outcomes,"professional with 3.8+ years of experience. i've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",sap terraform node.js grpc flask hadoop microservices
CAND_0046689,3,4 expert skills with ~0 months usage,business analyst,pied piper,toronto,2.3,0.9166666666666666,26,2,2,4,4,1.0,0.4230769230769231,0.4230769230769231,True,True,False,business analyst | 2.3+ yrs experience,"professional with 2.3+ years of experience. i've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",graphql webpack node.js sql grpc spark
CAND_0048740,3,3 expert skills with ~0 months usage,hr manager,dunder mifflin,"kochi, kerala",9.9,2.25,117,3,2,3,3,0.0,0.0,0.23076923076923078,True,False,False,hr manager | helping teams scale,"professional with 9.9+ years of experience. i'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",ci/cd grpc angular mongodb microservices scrum redux content writing salesforce crm
CAND_0052478,3,exp/tenure mismatch (12y stated vs 1y career),marketing manager,dunder mifflin,"coimbatore, tamil nadu",12.4,0.0,16,1,1,0,0,1.0,0.0,0.0,False,False,False,marketing manager | driving business outcomes,"professional with 3.2+ years of experience. i'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",spring boot tailwind rust accounting javascript grpc apache beam apache flink
CAND_0053734,3,exp/tenure mismatch (9y stated vs 18y career),sales executive,globex inc,"chennai, tamil nadu",8.6,0.0,221,3,3,0,0,0.0,0.0,0.0,False,False,False,sales executive | helping teams scale,"professional with 8.6+ years of experience. my professional background is in marketing manager — i've built and led teams, owned kpis, and driven business outcomes in this domain. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",docker dbt photoshop bigquery kafka angular node.js scrum sql graphql
CAND_0055792,3,3 expert skills with ~0 months usage,.net developer,hooli,"vizag, andhra pradesh",9.8,0.0,117,4,3,3,3,0.0,0.7948717948717948,0.0,True,False,False,.net developer | full-stack development,"software engineer with 9.8 years of experience across web, backend, and cloud systems. strong fundamentals in software development and system design. i've worked across web frontends, rest apis, and cloud deployments; comfortable in most parts of a typical saas stack. i've been keeping up with ai/ml at a self-learner level — taken some online courses, played with the openai and anthropic apis, built a small rag side project — but i haven't done it in a professional capacity yet. open to roles where i can either deepen my software engineering work or, if the team is open to it, start contributing to ml-adjacent systems.",data pipelines agile illustrator docker pgvector tailwind scrum aws snowflake speech recognition tts tally lora
CAND_0055992,3,exp/tenure mismatch (17y stated vs 7y career),ai engineer,cred,sydney,16.9,6.666666666666667,80,4,4,7,0,0.75,0.0,0.0,True,True,True,"ai engineer | search, ranking & retrieval","machine learning engineer with 6.8 years of experience building ml-powered features in production. strong background in nlp, recommendation systems, and applied ai; comfortable across the ml stack from feature engineering through deployment. recently, i led the team that migrated our keyword-search-based product to embedding-based retrieval. i care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. my academic background is in cs/ml but my main learning has come from shipping real systems and seeing what holds up under production load. open to senior ic roles in applied ml or ai engineering, ideally at product companies where i'd own a meaningful piece of the ml stack.",information retrieval mlflow faiss rag feature engineering data science langchain sql opensearch embeddings prompt engineering accounting vue.js fine-tuning llms milvus deep learning
CAND_0056983,3,5 expert skills with ~0 months usage,accountant,pied piper,"ahmedabad, gujarat",12.3,4.0,144,6,6,5,5,0.5,0.2708333333333333,0.3333333333333333,True,False,False,accountant | driving business outcomes,"professional with 12.3+ years of experience. i've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",rust next.js redis salesforce crm mongodb
CAND_0060642,3,5 expert skills with ~0 months usage,frontend engineer,cognizant,sydney,3.0,0.0,36,1,1,5,5,0.0,1.0,0.0,True,True,False,frontend engineer | full-stack development,"software engineer with 3.0 years of experience across web, backend, and cloud systems. strong fundamentals in software development and system design. i've spent most of my career on web and api development — python/django and node.js mostly. i've been keeping up with ai/ml at a self-learner level — taken some online courses, played with the openai and anthropic apis, built a small rag side project — but i haven't done it in a professional capacity yet. open to roles where i can either deepen my software engineering work or, if the team is open to it, start contributing to ml-adjacent systems.",kafka milvus agile azure diffusion models mongodb figma
CAND_0061722,3,5 expert skills with ~0 months usage,software engineer,wipro,london,6.8,2.75,81,2,2,5,5,0.0,1.0,0.0,True,True,False,software engineer | 6.8+ yrs in data engineering,"software / data professional with 6.8 years of experience building data pipelines, backend systems, and analytics infrastructure. i've been the engineer who makes ml possible by getting the data pipelines right; now i want to do more of the ml itself. my toolkit is solid on the data engineering side — python, sql, spark, airflow, warehouse design — and i've completed a couple of self-directed ml projects (kaggle competitions, side projects fine-tuning small models). interested in transitioning toward more ai/ml-focused work, ideally at a company where i can leverage my existing data-infra skills while learning modern ml practice.",ci/cd reinforcement learning marketing terraform weights & biases gans next.js milvus flask feature engineering mongodb speech recognition
CAND_0063888,3,5 expert skills with ~0 months usage,.net developer,hooli,"mumbai, maharashtra",2.4,0.0,28,1,1,5,5,0.0,0.0,0.0,True,False,False,.net developer | full-stack development,"software engineer with 2.4 years of experience across web, backend, and cloud systems. strong fundamentals in software development and system design. i've worked across web frontends, rest apis, and cloud deployments; comfortable in most parts of a typical saas stack. i've been keeping up with ai/ml at a self-learner level — taken some online courses, played with the openai and anthropic apis, built a small rag side project — but i haven't done it in a professional capacity yet. open to roles where i can either deepen my software engineering work or, if the team is open to it, start contributing to ml-adjacent systems.",node.js project management microservices bm25 photoshop accounting mlops css agile feature engineering react webpack rest apis
CAND_0064077,3,exp/tenure mismatch (10y stated vs 20y career),project manager,hooli,"hyderabad, telangana",10.1,4.333333333333333,237,4,4,0,0,0.25,0.0,0.10970464135021098,True,True,False,project manager | 10.1+ yrs experience,"professional with 10.1+ years of experience. my professional background is in marketing manager — i've built and led teams, owned kpis, and driven business outcomes in this domain. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",snowflake redux kafka hadoop redis grpc scrum illustrator
CAND_0065096,3,4 expert skills with ~0 months usage,civil engineer,tcs,"noida, uttar pradesh",6.7,0.0,80,3,3,4,4,0.3333333333333333,0.225,0.0,True,False,True,civil engineer | helping teams scale,"professional with 6.7+ years of experience. my professional background is in marketing manager — i've built and led teams, owned kpis, and driven business outcomes in this domain. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",etl terraform tally spark azure kafka scrum apache flink flask rust
CAND_0065787,3,exp/tenure mismatch (11y stated vs 1y career),java developer,hcl,"chennai, tamil nadu",10.9,0.0,14,1,1,0,0,1.0,1.0,0.0,False,True,False,java developer | cloud & devops,"software engineer with 2.7 years of experience across web, backend, and cloud systems. strong fundamentals in software development and system design. i've spent most of my career on web and api development — python/django and node.js mostly. i've been keeping up with ai/ml at a self-learner level — taken some online courses, played with the openai and anthropic apis, built a small rag side project — but i haven't done it in a professional capacity yet. open to roles where i can either deepen my software engineering work or, if the team is open to it, start contributing to ml-adjacent systems.",pinecone angular lora redux django apache flink snowflake mongodb grpc html dbt marketing powerpoint
CAND_0066405,3,exp/tenure mismatch (12y stated vs 1y career),cloud engineer,initech,san francisco,12.3,0.0,13,1,1,0,0,1.0,0.0,0.0,True,False,False,cloud engineer | backend systems & apis,"software engineer with 2.6 years of experience across web, backend, and cloud systems. strong fundamentals in software development and system design. my background is full-stack, but my comfort zone is the backend and the database. i've been keeping up with ai/ml at a self-learner level — taken some online courses, played with the openai and anthropic apis, built a small rag side project — but i haven't done it in a professional capacity yet. open to roles where i can either deepen my software engineering work or, if the team is open to it, start contributing to ml-adjacent systems.",spark illustrator speech recognition sql ci/cd excel bigquery azure mlops prompt engineering project management information retrieval bentoml
CAND_0070429,3,5 expert skills with ~0 months usage,software engineer,swiggy,"indore, madhya pradesh",8.1,0.0,97,2,2,5,5,0.0,0.44329896907216493,0.0,True,False,False,software engineer | full-stack development,"software engineer with 8.1 years of experience across web, backend, and cloud systems. strong fundamentals in software development and system design. most of my work is conventional backend engineering — apis, databases, queues, deployments. i've been keeping up with ai/ml at a self-learner level — taken some online courses, played with the openai and anthropic apis, built a small rag side project — but i haven't done it in a professional capacity yet. open to roles where i can either deepen my software engineering work or, if the team is open to it, start contributing to ml-adjacent systems.",mlops pytorch salesforce crm spring boot weights & biases figma accounting kafka terraform html nlp yolo java postgresql
CAND_0071115,3,exp/tenure mismatch (16y stated vs 6y career),recommendation systems engineer,meta,"ahmedabad, gujarat",16.5,5.75,69,2,2,7,0,0.0,0.0,0.0,True,True,True,"recommendation systems engineer | ml, nlp, recommendation systems","machine learning engineer with 5.8 years of experience building ml-powered features in production. strong background in nlp, recommendation systems, and applied ai; comfortable across the ml stack from feature engineering through deployment. recently, my main project for the last 18 months has been the recommendation system that powers our discovery feed. i care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. my academic background is in cs/ml but my main learning has come from shipping real systems and seeing what holds up under production load. open to senior ic roles in applied ml or ai engineering, ideally at product companies where i'd own a meaningful piece of the ml stack.",kubeflow weaviate bm25 forecasting image classification computer vision scikit-learn yolo llms diffusion models python embeddings semantic search java
CAND_0072379,3,4 expert skills with ~0 months usage,content writer,infosys,"noida, uttar pradesh",3.8,0.8333333333333334,44,3,3,4,4,0.6666666666666666,0.7727272727272727,0.0,False,False,False,content writer | driving business outcomes,"professional with 3.8+ years of experience. i'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",ci/cd grpc react azure project management redux illustrator spark
CAND_0073853,3,5 expert skills with ~0 months usage,operations manager,globex inc,dubai,8.0,0.0,94,3,2,5,5,0.0,0.0,0.0,False,True,True,operations manager | driving business outcomes,"professional with 8.0+ years of experience. my professional background is in marketing manager — i've built and led teams, owned kpis, and driven business outcomes in this domain. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",ci/cd opencv marketing webpack gcp excel vue.js aws content writing node.js
CAND_0074119,3,exp/tenure mismatch (11y stated vs 1y career),content writer,globex inc,seattle,11.4,0.0,13,1,1,0,0,1.0,0.0,0.0,False,True,False,content writer | 4.7+ yrs experience,"professional with 4.7+ years of experience. i'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. lately i've been curious about how ai tools could augment my work — i've experimented with chatgpt and a few other tools for productivity and content creation, and i think the space is exciting. open to roles where i can apply my domain expertise alongside emerging ai capabilities.",bigquery illustrator accounting content writing microservices yolo
